text,sentiment 
LG Rumor 2 OEM Battery,pos
So So Bluetooth Headphones,neg
loved it,pos
Sweatproof? Negative!,neg
A gift for a stranger,pos
Didn't fit at all,neg
Great extra battery!,pos
this looks like it was hand cut and does not fit the phone,neg
An almost perfect quick messaging phone device!,pos
TRASH!,neg
My favorite so far...,pos
One Star,neg
Love my BB Tour!,pos
JUNK!,neg
Another GREAT Blackberry - The Tour 9630,pos
white case,neg
Finally a business phone that shines,pos
Poor quality don't order,neg
RIP Blackberry Tour,pos
PHONE CASE,neg
The BEST Bluetooth Visor Clip I have EVER used!,pos
Didn't work....,neg
Iphone 3gs,pos
More stuff from Motorola that's not 100%,neg
Best mobile in ear headset I have used while running,pos
Nice design!,neg
Better than the clip that came from AT&T when I purchased the case!,pos
Does not charge Tablets,neg
great value,pos
Didn't charge Droid 4,neg
Works just as good as the original,pos
NO,neg
Otterbox IPhone 3G/3GS Defender Case Replacement Belt Clip,pos
"This is the worst screen, Brittle as can be!!",neg
Otter box,pos
Horrible,neg
just buy it!,pos
Did not work,neg
"finally, a good screen protector",pos
So not worth it,neg
"Amazing, can't tell it's on the phone!",pos
Crud,neg
Media Devil Magic Screen Protector i-phone 3GS,pos
Does not fit a Stratosphere,neg
Greatest Screen Protectors,pos
clear screen,neg
Good quality screen protectors,pos
This should have been a negative 12 stars!,neg
Good Quality and easy to use,pos
Too small,neg
Excellent Product,pos
Not what the description and pictures show,neg
Great films for iPhone 3Gs,pos
Skyrocket,neg
Fitment like a fine shoe or glove,pos
NO!,neg
The best,pos
Doesn't fit,neg
Good,pos
Absolute crap,neg
Outstanding details,pos
ehh,neg
Great Device,pos
bad bad baad!!!!!!!,neg
Very useful accessory for the Tour,pos
Terrible.....Rubber loose withthe time..,neg
best accessory for the tour!!,pos
HATED EVERYTHING ABOUT IT!!!,neg
Works Great,pos
HORRIBLE!!!!!,neg
Excellent and conenient,pos
Did not last long,neg
Well Made and Good Value,pos
Stopped working 1 month after use!,neg
Great product at a great price!,pos
Not good,neg
Perfect for the Blackberry Bold or Tour,pos
waste of money,neg
Well Worth the $$,pos
Doesn't work...,neg
Convenience at its very best,pos
Broken upon receipt,neg
Very Convenient Product!,pos
When will we learn....,neg
LOVE IT!,pos
Poor design.,neg
Love it! - Charing only no sync,pos
"Simply put, it doesn't work.",neg
BB Charging Pod,pos
junk,neg
great accessory,pos
Iguess,neg
Good charger,pos
Does not stay attached,neg
It worked well,pos
Plain,neg
Very Aesthetic and useful,pos
Didn't work,neg
Excellent!,pos
OEM USB OTG Connection Kit,neg
Works for Verizon 9650!!,pos
Cheap POS,neg
Great Blackberry charger AND holder!,pos
Wast of money,neg
Does what it's supposed to do,pos
Cheap,neg
simplistic and functional,pos
Horrible,neg
works great,pos
Piece of crap,neg
Does what it says,pos
This is a terrible phone....okay for amazon price I guess,neg
Works great to keep my Tour charged,pos
Does not last,neg
Excellent Blackberry Charging tool,pos
Fit,neg
still going strong after 2 years,pos
wrong case,neg
Great Charging Pod,pos
premium screen protector. ..NOT,neg
great,pos
LCD Screen for Samsung Galaxy,neg
Works just as it should!!,pos
Incorrect size,neg
Perfect,pos
You get what you pay for!,neg
Very rapid charger.,pos
To big!,neg
"Good, works as expected",pos
did not work out as I thought,neg
Perfect,pos
crap,neg
Works great for my Spring Samsung Galaxy S2,pos
Not worth the low cost!,neg
The best for the money I have found,pos
Not a good fit.,neg
Worth paying slightly more,pos
junk,neg
Great charger!,pos
The wrong case for the Exhibit II,neg
"its a micro usb charger, it works, what more can be said?",pos
Not happy at all!,neg
works well,pos
Best Holster Ive ever brought.....Until it broke! Updated from original,neg
worth every penny,pos
large size pouch,neg
My car charger rocks!,pos
This was for iPhone 4 ?,neg
Works Well!,pos
Not as advertised,neg
Outstanding dual plug with light,pos
Was not sent the proper case and no replacement was issued upon it';s return,neg
"Good quality, Great color expecially in the holiday season",pos
Poor product but I think it depends on who it comes from.,neg
Best cover and Protection.,pos
Product does not fit the Note II,neg
Solid Case for a Very Cheap Price,pos
YOU GET WHAT YOU PAY FOR,neg
Nice case,pos
Did not work!,neg
Good buy,pos
breaks easily,neg
"Cheap, durable, feels and looks great! What more could you ask for?",pos
Imperfect and Defective,neg
Perfect case.  Don't look any further. This is the one!,pos
Too bad there isn't a zero star option!!!,neg
Great case,pos
The ears broke the next day,neg
Great case,pos
Unhappy Grandma!!!,neg
Fantastic Case,pos
Too bulky and fragile,neg
No doubt best Iphone 3gs case,pos
Not what I expected,neg
I love It!,pos
Not happy I wasted my time and money,neg
"Awesome case, great looking",pos
Cute BUT cheap made!,neg
casecrown iphone case,pos
not good,neg
awesome case,pos
broken,neg
love this case!,pos
My phone wouldn't work!,neg
"every bit as good as the ""incase"" brand",pos
complete rubbish,neg
Love it!!!,pos
sad day,neg
Love it,pos
sucked,neg
I want more....,pos
iPhone,neg
really nice,pos
Junk!,neg
iPhyone Case,pos
Poor construction,neg
Must Have Blue Tooth,pos
Magnet too weak,neg
Three,pos
returned item,neg
Best Speakerphone I've owned,pos
not good.,neg
Great Purchase,pos
PURE GARBAGE- Ripoff to the extreme,neg
BT Speakerphone with excellent basic features that actually work,pos
Ughh,neg
Nice handsfree for the price,pos
"After one use, it won't charge",neg
phone cover,pos
breaks too easily,neg
Great Protection!,pos
Not that great,neg
PalmPre Screen protector,pos
Ehhhh,neg
Excellent micro usb charger,pos
leather peeling off back,neg
Solid Charger,pos
Terrible,neg
2 Thumbs Up,pos
No service,neg
Great Palm Pre Charger,pos
Cheap,neg
Another happy Vibe Cellular purchaser,pos
NEVER AGAIN!,neg
Works with HP TOUCHPAD,pos
Horrible!,neg
Works As Advertised,pos
Waste of shipping cost.,neg
Fantastic when bought from the right vendor,pos
Doesn't work with my Galaxy Note,neg
Works flawlessly,pos
Maybe the next one,neg
Great price for what you get,pos
joining in with the other 1 star reviews,neg
Stand by charger,pos
Does Not Work for Galaxy S4,neg
Got it to mod my Galaxy S3,pos
Doesn't work or allow charging,neg
Great charger,pos
Broken,neg
charger rate,pos
question,neg
"Great quality, not the most compact tho..",pos
do not buy,neg
Exactly what I ordered,pos
Didn't work,neg
charger,pos
sucks,neg
Palm Pre Original Smart Phone,pos
Caution: wrong part. What you get does not match desc/photo,neg
Amazing deal for a great MicroUSB Cable and 1A wall charger,pos
Terrible battery life with a non-replaceable battery? Seriously Motorola?,neg
"Yes, it's the real thing not a knock off",pos
"Build it yourself, support it yourself, uneducated Smart Phone",neg
Exactly what it said it was- works perfectly,pos
Piece of $*** MADE IN CHINA,neg
Great USB wall adapter,pos
Did not align correctly,neg
Wall Charging for PalmPre,pos
..,neg
Nice charger,pos
Turns yellow after a few months,neg
Great charger.,pos
no,neg
Micro USB cable itself is worth it.,pos
Did not fit,neg
Worth just for the cable,pos
toogoo soft gel,neg
Works great,pos
Not as advertised.,neg
Finally a quality charger,pos
how would I know -- it still hasn't arrived yet,neg
The missing link,pos
Not Carbon Fiber,neg
A real handy little gadget!,pos
This case is not as described.,neg
Perfect for your smartphone,pos
Cheap product,neg
Excellent product.,pos
crappy quality,neg
Great charger!,pos
Doesn't work on IPad,neg
USB Auto Charger,pos
Never seen them,neg
Good Product!,pos
Loved the look....,neg
Best purchase ever.,pos
Completely useless. Doesnt fit the product. Consider a fraud. Dont buy this thing.,neg
Great Product,pos
"Flimsy, loose, cheap, ugly and not worth a dime",neg
its great,pos
Get it for free at any Verizon store,neg
Good Piece of Gear,pos
You get what you pay for!,neg
CDMA still?,pos
yes and no,neg
Simply OUTSTANDING!,pos
Only a couple dollars and you get what you pay for!,neg
"Great phone, if only there were more apps",pos
Defective on arrival,neg
It's not an iphone (and that's a good thing),pos
Poor Quality.,neg
Just loving it,pos
"Terrible product, neither verizon nor moto stand behind",neg
Five Stars,pos
This thing raises my blood pressure.,neg
Does the job,pos
No go for me.,neg
I had this and loved it!,pos
Supcase unbecoming,neg
Great for the Car,pos
Cheap and not much protection,neg
works great!,pos
CAN NOT HEAR!!!,neg
"The ""Cadillac"" of phone holders",pos
"Worked pretty flaky for one week, then it stopped working completely",neg
I have the THE ONE the works!!!,pos
Doesn't even compare to the original B250XT!!!,neg
Way cool car mount,pos
headset pissing me off waste of my money,neg
Works well with iPhone 4,pos
Horrible!! I won't recommend it to anyone,neg
"Bought for my iphone 3GS, fit my iphone 4 perfectly!",pos
NOT WHAT THEY SAY IT IS,neg
Best mount,pos
recieved hello kitty case,neg
Works beautifully on iPhone 5 or iPhone 4,pos
AWFUL,neg
Satechi CR 3600 holder,pos
Dont buy,neg
Solid performer,pos
One Star,neg
SUPER SUPER AWESOME,pos
Useless and weak,neg
Sturdy and fits with cases/bumpers,pos
One Star,neg
EXCELLENT iPhone car holder,pos
Bad,neg
The Best Holder for your IPhone 4 Period !,pos
It break easly *** HORRIBLE***,neg
Design is superior,pos
Crap,neg
Awesome car mount,pos
"If there's a big 0 rating, I would",neg
Sturdy and Strong,pos
Buyer beware wall charger does not work.,neg
Wonderful for Galaxy S3 with Zerolemon battery.,pos
YOU NEED A $50 CASE FOR THIS TO WORK,neg
best holder for my iphone ever,pos
never got it,neg
Great CAR mount for any phone,pos
Seriously?,neg
Lasted FOREVER,pos
Disappointed.,neg
Great buy,pos
Did not like it at all,neg
Long-lasting,pos
My Review,neg
Quality Screen Protectors,pos
so disappointed,neg
Awesome screen protector for LG Dare,pos
Crap!,neg
A good screen protector value,pos
I was expecting more for $25,neg
screen savers,pos
Terrible Product,neg
Does its job,pos
"Bad connection, returned it",neg
Good.,pos
Garbage - nothing like Seido or HTC brands,neg
Good for cheap,pos
DIgitizer has dead spots,neg
it's great!,pos
did not work,neg
They Work,pos
Dangerous,neg
Just in time.,pos
DO NOT BUY THIS CASE ! OFFERS TERRIBLE PROTECTION,neg
Great gift.,pos
too slippery,neg
Good films!,pos
Breaks,neg
Works great,pos
HORRIBLE,neg
They work,pos
IPhone 4S proximity sensor/lock button,neg
fits perfect,pos
"Crappy, didn't work",neg
It's OK,pos
Nice kickstand,neg
Screen Protectors,pos
Wrong Size,neg
Awesome,pos
It's fine.,neg
Works like it should.,pos
Not a fan,neg
awesome,pos
uggggh,neg
Great value,pos
I don't like how it feels!,neg
You can't go wrong here,pos
disappointed,neg
Perfect for my Iphone,pos
soo pissed,neg
Did the Job,pos
Well it fizzled out again.... this should be marked DISPOSABLE UNIT,neg
Good screen projectors for the price,pos
LG Tone 700,neg
eForCity Screen Protector + Lint Cleaning Cloth (3 Packs),pos
Fell off second day,neg
In-expensive screen protector,pos
Tried A lot Of Protectors-This One Of The Worst-Customer Service Just As Bad!,neg
Fit perfect,pos
Disappointment,neg
Works well.,pos
Does not stick on phone without bubbles,neg
more options,pos
Just Like Every Other Screen Protector,neg
great,pos
:/,neg
Good stuff,pos
Oh the fingerprints!,neg
Iphone screen protector,pos
Don't waste your money,neg
very good quality,pos
Garbage,neg
screen protectors,pos
Where's the hole??,neg
Nice covers,pos
Just say no...,neg
iPhone screen protectors,pos
returned,neg
3 protectors - good quality,pos
Its Constructed a little uneven,neg
"Fit great, easy to apply.",pos
hard cover,neg
Served it's purpose,pos
droid raze,neg
Protects good :),pos
Will be returning,neg
Great produt,pos
Car Charger Set,neg
Five Stars,pos
Stand breaks too easily and no corner protection,neg
daughter,pos
wrong phone,neg
Best for iPhone 3g/s,pos
Kickstand didn't last two months,neg
Screen Protector for Iphone 3g and 3gs,pos
Feel Apart,neg
Love this case! Love 12 South!,pos
MMMMMM,neg
Really?,pos
Poor,neg
Very good Quality,pos
Absolute JUNK!,neg
